payment_id,payment_type,payment_amount,payment_date
7515,cash,1800,2018-07-11
7516,cash,1000,2017-08-19
7517,cash,1400,2018-05-26
7518,cash,1200,2018-07-10
7519,cash,1100,2018-06-21
7520,cash,2300,2018-12-22
7521,cash,300,2019-08-09
7522,cash,2500,2011-08-30
7523,cash,700,2015-04-11
7524,cash,1000,2019-05-05
7525,cash,1900,2017-12-17
7526,cash,600,2012-06-10
7527,cash,2500,2015-02-13
7528,cash,1200,2012-10-25
7529,cash,800,2016-01-30
7530,cash,700,2016-05-20
7531,cash,2400,2019-11-21
7532,cash,600,2012-09-14
7533,cash,1000,2019-06-26
7534,cash,2200,2019-12-06
7535,cash,1800,2019-12-19
7536,cash,1000,2019-03-01
7537,cash,1800,2016-06-23
7538,cash,1500,2014-11-19
7539,cash,1100,2018-09-27
7540,cash,2300,2018-02-05
7541,cash,800,2012-10-14
7542,cash,900,2019-08-11
7543,cash,1400,2014-04-09
7544,cash,1800,2019-01-11
7545,cash,1400,2018-04-13
7546,cash,2000,2016-06-04
7547,cash,1200,2019-12-30
7548,cash,1800,2015-12-04
7549,cash,1000,2017-01-25
7550,cash,2200,2017-09-16
7551,cash,2500,2019-01-22
7552,cash,2200,2019-11-02
7553,cash,300,2013-07-29
7554,cash,1900,2019-09-12
7555,cash,500,2018-07-16
7556,cash,400,2019-12-16
7557,cash,1100,2019-03-10
7558,cash,1300,2017-04-20
7559,cash,2100,2015-04-07
7560,cash,1200,2017-08-13
7561,cash,2200,2016-03-20
7562,cash,2500,2019-09-08
7563,cash,1500,2016-06-01
7564,cash,2200,2018-06-09
7565,cash,1900,2018-05-29
7566,cash,2200,2018-06-04
7567,cash,600,2012-03-02
7568,cash,300,2015-11-24
7569,cash,1000,2019-10-19
7570,cash,1400,2019-09-06
7571,cash,1800,2019-11-14
7572,cash,1600,2013-04-24
7573,cash,2500,2017-06-26
7574,cash,1300,2017-09-05
7575,cash,1100,2016-10-09
7576,cash,1900,2014-10-31
7577,cash,800,2017-09-16
7578,cash,1400,2018-08-21
7579,cash,1100,2017-12-06
7580,cash,2100,2018-10-16
7581,cash,2100,2019-01-09
7582,cash,900,2017-05-04
7583,cash,2000,2017-08-21
7584,cash,1100,2018-09-12
7585,cash,1400,2018-01-26
7586,cash,2500,2017-07-07
7587,cash,2000,2014-01-11
7588,cash,300,2012-08-17
7589,cash,2300,2019-09-18
7590,cash,1300,2015-02-06
7591,cash,1600,2018-12-19
7592,cash,1000,2018-05-30
7593,cash,300,2016-11-19
7594,cash,1700,2016-12-28
7595,cash,700,2012-10-01
7596,cash,1900,2016-02-04
7597,cash,600,2019-06-11
7598,cash,2300,2019-10-26
7599,cash,1700,2013-07-19
7600,cash,2400,2018-09-05
7601,cash,500,2019-02-12
7602,cash,1700,2019-04-08
7603,cash,1300,2019-11-14
7604,cash,300,2019-06-01
7605,cash,2500,2019-03-24
7606,cash,1600,2019-03-07
7607,cash,2400,2019-12-18
7608,cash,1600,2011-10-03
7609,cash,1500,2013-11-19
7610,cash,600,2013-09-11
7611,cash,800,2018-09-07
7612,cash,1200,2018-02-15
7613,cash,300,2011-06-04
7614,cash,600,2016-11-26
7615,cash,600,2015-10-19
7616,cash,2200,2019-03-19
7617,cash,2300,2018-12-03
7618,cash,500,2015-08-20
7619,cash,2400,2017-07-18
7620,cash,1900,2019-04-02
7621,cash,2000,2017-08-26
7622,cash,1400,2019-08-03
7623,cash,2300,2019-12-09
7624,cash,1700,2019-09-22
7625,cash,2300,2014-05-27
7626,cash,2000,2014-10-18
7627,cash,1600,2013-11-16
7628,cash,1000,2019-12-16
7629,cash,600,2019-07-30
7630,cash,600,2011-12-06
7631,cash,300,2013-05-30
7632,cash,1300,2018-05-27
7633,cash,500,2011-02-12
7634,cash,700,2015-08-20
7635,cash,1200,2019-02-24
7636,cash,2400,2017-04-15
7637,cash,800,2017-04-14
7638,cash,300,2014-12-27
7639,cash,800,2017-05-03
7640,cash,1100,2019-12-25
7641,cash,600,2016-03-04
7642,cash,1600,2013-03-02
7643,cash,1400,2018-11-23
7644,cash,2000,2014-06-05
7645,cash,2500,2014-02-10
7646,cash,1000,2018-09-02
7647,cash,2400,2015-02-22
7648,cash,600,2016-06-21
7649,cash,400,2016-09-26
7650,cash,2300,2018-08-30
7651,cash,900,2019-02-27
7652,cash,2000,2018-10-18
7653,cash,800,2018-12-14
7654,cash,1100,2017-04-05
7655,cash,500,2019-11-24
7656,cash,400,2018-05-31
7657,cash,2200,2017-10-05
7658,cash,2200,2018-11-24
7659,cash,2500,2012-11-21
7660,cash,1300,2018-06-06
7661,cash,2000,2018-12-14
7662,cash,1800,2019-06-06
7663,cash,600,2018-12-14
7664,cash,1100,2018-07-19
7665,cash,2500,2018-03-10
7666,cash,2000,2013-04-08
7667,cash,800,2015-11-29
7668,cash,700,2014-12-05
7669,cash,800,2019-07-16
7670,cash,1100,2019-05-25
7671,cash,1300,2019-04-06
7672,cash,1500,2015-12-22
7673,cash,300,2019-08-18
7674,cash,1000,2015-03-23
7675,cash,400,2013-10-16
7676,cash,400,2017-06-29
7677,cash,1200,2019-01-06
7678,cash,1700,2019-02-21
7679,cash,1800,2018-10-01
7680,cash,1100,2013-09-20
7681,cash,2100,2018-11-06
7682,cash,2500,2016-11-30
7683,cash,800,2014-04-14
7684,cash,1300,2018-12-28
7685,cash,2000,2015-01-10
7686,cash,500,2019-04-27
7687,cash,1000,2018-04-02
7688,cash,2500,2015-02-18
7689,cash,1300,2019-12-30
7690,cash,2300,2019-12-14
7691,cash,700,2012-09-14
7692,cash,1400,2015-03-14
7693,cash,2300,2017-04-15
7694,cash,2100,2019-06-18
7695,cash,2100,2018-08-31
7696,cash,2400,2018-01-23
7697,cash,300,2017-01-21
7698,cash,1500,2019-01-03
7699,cash,1700,2015-11-24
7700,cash,500,2016-07-15
7701,cash,500,2019-09-03
7702,cash,1200,2014-07-28
7703,cash,1600,2016-06-25
7704,cash,400,2017-01-16
7705,cash,700,2018-12-29
7706,cash,400,2015-06-19
7707,cash,2000,2018-06-17
7708,cash,1800,2019-08-17
7709,cash,2300,2018-09-27
7710,cash,1400,2015-10-20
7711,cash,1300,2016-06-06
7712,cash,2400,2018-09-04
7713,cash,500,2014-06-15
7714,cash,1500,2014-12-24
7715,cash,2100,2015-07-05
7716,cash,1500,2014-07-17
7717,cash,2300,2016-07-16
7718,cash,1000,2014-10-30
7719,cash,1600,2014-10-21
7720,cash,2100,2019-11-20
7721,cash,1200,2019-09-26
7722,cash,1800,2010-06-17
7723,cash,1600,2018-11-24
7724,cash,2000,2019-08-14
7725,cash,900,2016-01-22
7726,cash,1700,2019-08-25
7727,cash,1000,2019-10-01
7728,cash,700,2019-05-02
7729,cash,1500,2018-12-10
7730,cash,1900,2017-11-25
7731,cash,1500,2012-11-30
7732,cash,2200,2018-11-07
7733,cash,1100,2014-09-17
7734,cash,300,2015-02-19
7735,cash,1200,2017-01-16
7736,cash,1900,2019-02-25
7737,cash,1500,2019-09-07
7738,cash,500,2015-01-11
7739,cash,700,2015-09-06
7740,cash,1300,2015-01-04
7741,cash,800,2013-08-18
7742,cash,2100,2019-09-28
7743,cash,2400,2015-03-22
7744,cash,500,2018-09-26
7745,cash,1700,2019-09-11
7746,cash,2400,2017-11-15
7747,cash,400,2018-08-27
7748,cash,700,2019-02-15
7749,cash,700,2019-07-04
7750,cash,1100,2018-05-17
7751,cash,1100,2013-11-22
7752,cash,1200,2019-01-28
7753,cash,900,2018-06-09
7754,cash,900,2019-10-15
7755,cash,2100,2016-05-04
7756,cash,500,2015-03-08
7757,cash,1200,2018-05-09
7758,cash,1100,2019-04-22
7759,cash,2300,2018-12-22
7760,cash,2100,2019-09-18
7761,cash,1500,2014-07-10
7762,cash,2000,2019-05-18
7763,cash,2200,2016-12-14
7764,cash,2200,2013-09-19
7765,cash,1300,2019-05-25
7766,cash,2500,2015-02-11
7767,cash,800,2018-06-01
7768,cash,2400,2019-09-15
7769,cash,800,2019-07-30
7770,cash,2000,2017-07-27
7771,cash,1700,2017-04-01
7772,cash,2300,2019-10-04
7773,cash,1600,2011-12-14
7774,cash,300,2019-10-18
7775,cash,1200,2016-05-15
7776,cash,1900,2016-02-19
7777,cash,1200,2018-07-09
7778,cash,500,2019-10-10
7779,cash,800,2011-05-27
7780,cash,1800,2012-09-19
7781,cash,2300,2017-07-28
7782,cash,2400,2019-01-17
7783,cash,700,2018-11-29
7784,cash,2400,2019-12-22
7785,cash,1100,2019-12-21
7786,cash,1600,2010-09-11
7787,cash,500,2019-05-17
7788,cash,1400,2013-12-18
7789,cash,500,2018-08-12
7790,cash,800,2018-05-01
7791,cash,1400,2014-11-03
7792,cash,400,2014-12-22
7793,cash,1300,2019-07-10
7794,cash,400,2016-08-31
7795,cash,1600,2019-11-21
7796,cash,1600,2019-05-28
7797,cash,800,2013-04-18
7798,cash,1500,2017-07-22
7799,cash,2300,2014-05-16
7800,cash,800,2019-03-09
7801,cash,1800,2015-02-18
7802,cash,300,2016-08-25
7803,cash,500,2016-01-12
7804,cash,1600,2013-05-31
7805,cash,2000,2018-09-24
7806,cash,400,2018-06-13
7807,cash,2200,2016-01-02
7808,cash,1300,2019-03-27
7809,cash,1600,2012-04-07
7810,cash,700,2019-02-05
7811,cash,500,2017-08-04
7812,cash,700,2019-08-03
7813,cash,300,2017-03-10
7814,cash,1200,2019-04-30
7815,cash,300,2018-08-07
7816,cash,1500,2017-12-18
7817,cash,1800,2018-05-15
7818,cash,1000,2014-03-03
7819,cash,900,2019-06-24
7820,cash,1200,2017-10-18
7821,cash,1700,2015-10-20
7822,cash,1900,2018-01-15
7823,cash,1600,2018-02-08
7824,cash,2200,2019-11-06
7825,cash,1400,2014-09-24
7826,cash,300,2018-07-05
7827,cash,2000,2017-03-21
7828,cash,300,2016-04-11
7829,cash,2200,2016-07-02
7830,cash,2400,2018-08-17
7831,cash,500,2019-05-20
7832,cash,1200,2011-09-09
7833,cash,1300,2017-07-08
7834,cash,1700,2019-05-13
7835,cash,1500,2016-01-24
7836,cash,1800,2018-08-23
7837,cash,2000,2019-11-27
7838,cash,2000,2014-06-07
7839,cash,2000,2019-05-10
7840,cash,2000,2010-11-21
7841,cash,2000,2019-12-16
7842,cash,500,2018-05-01
7843,cash,2500,2013-08-09
7844,cash,500,2018-12-09
7845,cash,500,2017-11-21
7846,cash,400,2017-09-02
7847,cash,700,2019-03-13
7848,cash,1700,2018-04-02
7849,cash,2200,2019-06-06
7850,cash,2000,2019-12-03
7851,cash,1700,2018-01-05
7852,cash,1200,2016-12-11
7853,cash,800,2019-10-06
7854,cash,500,2017-03-06
7855,cash,300,2019-08-23
7856,cash,1500,2019-12-04
7857,cash,1900,2018-02-03
7858,cash,2500,2015-07-29
7859,cash,1500,2018-12-20
7860,cash,2300,2019-10-09
7861,cash,2100,2017-07-25
7862,cash,700,2017-10-06
7863,cash,1800,2019-10-23
7864,cash,600,2012-10-22
7865,cash,300,2012-01-22
7866,cash,900,2014-05-06
7867,cash,2400,2016-07-29
7868,cash,1200,2019-12-18
7869,cash,1300,2017-05-14
7870,cash,700,2017-12-17
7871,cash,1000,2019-12-18
7872,cash,2500,2019-06-07
7873,cash,900,2018-07-11
7874,cash,1000,2017-08-22
7875,cash,1300,2015-02-03
7876,cash,1600,2017-11-23
7877,cash,1500,2019-11-05
7878,cash,600,2018-03-04
7879,cash,800,2018-06-29
7880,cash,2000,2019-02-06
7881,cash,2500,2019-09-24
7882,cash,700,2017-07-15
7883,cash,800,2019-07-11
7884,cash,1000,2017-08-23
7885,cash,600,2018-02-22
7886,cash,1200,2013-11-05
7887,cash,900,2017-08-18
7888,cash,1600,2015-04-24
7889,cash,600,2017-08-29
7890,cash,2300,2015-11-20
7891,cash,1000,2014-04-12
7892,cash,1000,2013-01-31
7893,cash,1800,2017-05-14
7894,cash,2100,2019-04-24
7895,cash,1100,2019-06-07
7896,cash,1700,2018-06-21
7897,cash,1600,2016-05-09
7898,cash,2300,2016-05-03
7899,cash,1500,2019-07-22
7900,cash,2200,2019-05-26
7901,cash,1600,2016-08-02
7902,cash,2400,2016-10-04
7903,cash,2200,2019-07-30
7904,cash,1200,2015-12-14
7905,cash,1800,2019-05-09
7906,cash,2100,2018-09-06
7907,cash,2100,2018-08-22
7908,cash,1000,2019-02-13
7909,cash,900,2016-08-08
7910,cash,1700,2017-09-11
7911,cash,2300,2019-01-10
7912,cash,2300,2018-12-23
7913,cash,800,2019-11-26
7914,cash,1400,2014-01-16
7915,cash,1100,2014-12-21
7916,cash,600,2019-03-22
7917,cash,1400,2019-11-10
7918,cash,600,2018-02-24
7919,cash,1700,2015-04-22
7920,cash,2200,2019-06-20
7921,cash,300,2019-07-12
7922,cash,1900,2014-05-13
7923,cash,1100,2019-06-17
7924,cash,2100,2018-12-14
7925,cash,300,2017-07-17
7926,cash,2100,2017-07-22
7927,cash,1000,2018-12-23
7928,cash,1800,2019-05-02
7929,cash,400,2017-12-31
7930,cash,2000,2016-08-28
7931,cash,1200,2014-10-16
7932,cash,1500,2016-08-20
7933,cash,2300,2019-09-22
7934,cash,400,2016-10-05
7935,cash,2200,2015-01-20
7936,cash,1100,2014-04-16
7937,cash,1100,2018-11-06
7938,cash,600,2018-07-17
7939,cash,1700,2012-10-20
7940,cash,1300,2019-12-06
7941,cash,700,2019-01-05
7942,cash,1000,2019-05-21
7943,cash,400,2016-05-31
7944,cash,1500,2019-12-10
7945,cash,1300,2018-01-04
7946,cash,1700,2018-01-30
7947,cash,1000,2012-09-30
7948,cash,600,2019-03-23
7949,cash,2400,2018-11-28
7950,cash,1400,2012-02-06
7951,cash,1600,2015-04-16
7952,cash,1400,2019-08-01
7953,cash,300,2012-08-10
7954,cash,800,2017-06-09
7955,cash,2000,2015-09-19
7956,cash,1200,2014-11-27
7957,cash,400,2015-06-13
7958,cash,1800,2016-06-17
7959,cash,1700,2013-03-06
7960,cash,1000,2018-04-04
7961,cash,2500,2018-08-03
7962,cash,1400,2014-07-11
7963,cash,800,2018-12-11
7964,cash,1700,2013-12-17
7965,cash,800,2014-07-07
7966,cash,400,2016-07-07
7967,cash,2400,2019-09-18
7968,cash,400,2018-12-27
7969,cash,1100,2017-10-26
7970,cash,700,2019-03-20
7971,cash,300,2018-02-16
7972,cash,1400,2015-09-19
7973,cash,1600,2015-10-14
7974,cash,2200,2017-08-01
7975,cash,1000,2018-04-28
7976,cash,1200,2019-06-29
7977,cash,2000,2018-11-07
7978,cash,1300,2012-02-27
7979,cash,500,2017-08-26
7980,cash,400,2013-09-26
7981,cash,2300,2019-04-27
7982,cash,1000,2016-08-01
7983,cash,1100,2019-11-17
7984,cash,2500,2018-12-09
7985,cash,2500,2018-02-24
7986,cash,1300,2016-12-05
7987,cash,2200,2016-05-22
7988,cash,2400,2018-11-26
7989,cash,2200,2017-10-08
7990,cash,1500,2013-06-03
7991,cash,2000,2011-03-11
7992,cash,2200,2019-11-05
7993,cash,800,2016-04-26
7994,cash,800,2018-04-25
7995,cash,2000,2017-02-04
7996,cash,2500,2011-10-11
7997,cash,500,2017-08-12
7998,cash,2500,2013-01-29
7999,cash,600,2018-06-09
8000,cash,2100,2019-11-29
8001,cash,1700,2014-04-19
8002,cash,700,2011-10-09
8003,cash,1000,2016-04-09
8004,cash,1500,2016-08-28
8005,cash,1300,2018-03-22
8006,cash,1000,2014-08-22
8007,cash,2100,2019-10-29
8008,cash,2200,2016-08-02
8009,cash,500,2015-06-18
8010,cash,1500,2019-10-25
8011,cash,700,2017-03-02
8012,cash,1100,2018-11-29
8013,cash,2400,2018-10-05
8014,cash,400,2013-05-31
8015,cash,800,2019-07-07
8016,cash,400,2016-07-25
8017,cash,600,2019-04-23
8018,cash,800,2017-04-08
8019,cash,800,2017-07-28
8020,cash,1400,2018-11-13
8021,cash,1300,2018-11-14
8022,cash,1100,2013-07-20
8023,cash,1100,2018-07-27
8024,cash,500,2017-11-16
8025,cash,1800,2019-10-17
8026,cash,900,2017-04-07
8027,cash,1600,2019-02-11
8028,cash,2000,2014-02-12
8029,cash,1400,2013-11-12
8030,cash,1600,2015-09-17
8031,cash,1100,2014-10-08
8032,cash,300,2018-09-18
8033,cash,2500,2019-08-29
8034,cash,300,2018-12-12
8035,cash,1400,2018-02-02
8036,cash,300,2018-12-02
8037,cash,1100,2019-12-24
8038,cash,1100,2018-10-18
8039,cash,1500,2015-08-13
8040,cash,1900,2018-11-02
8041,cash,2400,2017-09-17
8042,cash,900,2016-11-24
8043,cash,2100,2019-06-07
8044,cash,300,2018-01-21
8045,cash,800,2019-06-01
8046,cash,800,2012-08-10
8047,cash,2500,2019-09-21
8048,cash,400,2013-09-17
8049,cash,300,2013-10-03
8050,cash,1700,2016-08-20
8051,cash,1400,2019-11-18
8052,cash,1400,2012-11-07
8053,cash,1200,2018-10-01
8054,cash,1400,2019-04-15
8055,cash,1500,2018-11-27
8056,cash,1700,2018-09-17
8057,cash,2300,2017-11-21
8058,cash,1200,2016-03-22
8059,cash,1500,2018-02-21
8060,cash,1300,2016-05-04
8061,cash,2200,2013-05-19
8062,cash,400,2014-02-13
8063,cash,1600,2016-03-14
8064,cash,1500,2015-04-22
8065,cash,2400,2018-12-23
8066,cash,300,2019-02-16
8067,cash,900,2019-03-22
8068,cash,1600,2017-06-01
8069,cash,2200,2018-03-02
8070,cash,800,2018-05-16
8071,cash,800,2019-10-19
8072,cash,800,2018-03-14
8073,cash,800,2019-05-12
8074,cash,2400,2016-08-31
8075,cash,2500,2019-10-03
8076,cash,2200,2019-08-12
8077,cash,2300,2019-12-24
8078,cash,1500,2013-10-02
8079,cash,2100,2018-05-04
8080,cash,300,2018-10-09
8081,cash,1800,2019-01-01
8082,cash,1700,2015-11-07
8083,cash,1700,2019-09-10
8084,cash,500,2017-09-26
8085,cash,2200,2017-12-02
8086,cash,1000,2016-01-30
8087,cash,600,2015-11-10
8088,cash,2100,2018-06-22
8089,cash,1000,2018-10-26
8090,cash,2500,2019-03-25
8091,cash,1800,2019-12-25
8092,cash,2200,2018-11-22
8093,cash,2100,2019-12-22
8094,cash,2200,2019-03-14
8095,cash,1400,2018-11-09
8096,cash,1900,2012-11-30
8097,cash,1200,2013-01-26
8098,cash,1000,2017-12-20
8099,cash,800,2015-08-19
8100,cash,1700,2018-08-08
8101,cash,400,2018-01-02
8102,cash,1000,2019-11-25
8103,cash,1900,2019-08-04
8104,cash,800,2018-08-27
8105,cash,2200,2016-12-04
8106,cash,500,2019-10-05
8107,cash,1500,2014-01-23
8108,cash,1700,2019-04-11
8109,cash,2000,2019-10-21
8110,cash,1300,2016-10-04
8111,cash,1300,2019-11-08
8112,cash,2300,2019-07-04
8113,cash,2000,2018-06-23
8114,cash,2200,2014-05-28
8115,cash,1200,2016-09-17
8116,cash,1300,2012-10-24
8117,cash,2200,2018-11-04
8118,cash,1100,2019-08-06
8119,cash,1900,2019-08-01
8120,cash,2400,2018-06-08
8121,cash,400,2018-12-04
8122,cash,400,2014-08-19
8123,cash,2400,2013-03-25
8124,cash,1100,2013-07-03
8125,cash,1500,2019-09-27
8126,cash,1900,2017-06-21
8127,cash,1100,2018-11-26
8128,cash,1800,2016-03-03
8129,cash,600,2017-05-11
8130,cash,300,2012-05-25
8131,cash,600,2018-09-29
8132,cash,900,2016-02-27
8133,cash,500,2019-10-03
8134,cash,2100,2015-12-31
8135,cash,1500,2019-09-28
8136,cash,1900,2015-10-15
8137,cash,300,2015-12-04
8138,cash,800,2019-05-21
8139,cash,2200,2017-09-03
8140,cash,2300,2017-07-07
8141,cash,500,2016-06-30
8142,cash,1200,2019-06-15
8143,cash,600,2017-08-11
8144,cash,300,2019-09-18
8145,cash,900,2019-05-07
8146,cash,900,2015-08-08
8147,cash,800,2016-02-04
8148,cash,900,2018-03-18
8149,cash,1200,2018-07-10
8150,cash,600,2017-11-17
8151,cash,500,2018-08-19
8152,cash,2200,2018-03-27
8153,cash,900,2017-09-13
8154,cash,2500,2015-05-06
8155,cash,700,2016-04-01
8156,cash,2400,2017-10-23
8157,cash,1300,2012-10-31
8158,cash,900,2019-12-21
8159,cash,600,2019-10-15
8160,cash,900,2016-09-30
8161,cash,1700,2016-10-04
8162,cash,600,2010-05-09
8163,cash,2000,2014-10-01
8164,cash,700,2015-03-05
8165,cash,1500,2011-12-23
8166,cash,1700,2019-07-09
8167,cash,1100,2016-07-07
8168,cash,2400,2019-01-26
8169,cash,500,2017-12-16
8170,cash,700,2019-11-04
8171,cash,900,2019-11-14
8172,cash,1200,2016-12-13
8173,cash,1000,2018-12-31
8174,cash,700,2019-06-18
8175,cash,2000,2016-02-26
8176,cash,1800,2017-06-30
8177,cash,2500,2014-12-04
8178,cash,2500,2011-09-06
8179,cash,800,2019-01-04
8180,cash,2300,2017-10-28
8181,cash,400,2019-11-26
8182,cash,2100,2017-12-22
8183,cash,2400,2019-12-13
8184,cash,2300,2017-05-02
8185,cash,800,2013-07-16
8186,cash,600,2016-01-18
8187,cash,1600,2019-12-22
8188,cash,300,2014-10-25
8189,cash,1700,2018-01-25
8190,cash,600,2019-01-18
8191,cash,1200,2019-08-14
8192,cash,500,2016-05-17
8193,cash,400,2017-07-22
8194,cash,1400,2019-11-19
8195,cash,1000,2018-08-31
8196,cash,2100,2013-02-16
8197,cash,2400,2015-06-18
8198,cash,2300,2016-08-07
8199,cash,2100,2019-09-27
8200,cash,1900,2013-03-01
8201,cash,2000,2018-09-03
8202,cash,2200,2014-10-06
8203,cash,2500,2018-11-07
8204,cash,400,2016-07-21
8205,cash,900,2014-09-30
8206,cash,2300,2016-09-21
8207,cash,300,2012-05-18
8208,cash,600,2016-09-04
8209,cash,1100,2017-12-22
8210,cash,1700,2019-11-19
8211,cash,1500,2019-11-20
8212,cash,1200,2018-06-25
8213,cash,1500,2019-11-15
8214,cash,600,2016-10-31
8215,cash,400,2019-08-05
8216,cash,1100,2015-05-17
8217,cash,300,2015-11-27
8218,cash,300,2017-02-02
8219,cash,1700,2016-06-10
8220,cash,1500,2019-03-22
8221,cash,1800,2019-11-13
8222,cash,1000,2017-10-12
8223,cash,2000,2019-08-05
8224,cash,1500,2017-07-27
8225,cash,1900,2016-04-02
8226,cash,400,2014-09-24
8227,cash,1500,2016-12-16
8228,cash,2200,2019-06-09
8229,cash,900,2019-08-05
8230,cash,300,2018-11-28
8231,cash,2000,2019-05-15
8232,cash,2300,2013-07-20
8233,cash,1800,2010-08-17
8234,cash,2300,2019-08-23
8235,cash,1300,2015-04-06
8236,cash,1300,2013-06-19
8237,cash,300,2019-01-01
8238,cash,500,2014-03-13
8239,cash,600,2016-03-15
8240,cash,500,2019-01-02
8241,cash,600,2015-06-08
8242,cash,1900,2016-09-18
8243,cash,1600,2019-05-31
8244,cash,1100,2015-06-04
8245,cash,2000,2018-09-19
8246,cash,700,2017-10-03
8247,cash,2300,2019-11-30
8248,cash,1500,2019-02-20
8249,cash,1600,2019-11-22
8250,cash,1100,2018-05-13
8251,cash,1900,2012-05-25
8252,cash,1000,2019-06-28
8253,cash,1100,2018-09-19
8254,cash,2300,2018-06-07
8255,cash,1800,2019-03-24
8256,cash,2200,2012-02-08
8257,cash,1000,2019-04-12
8258,cash,1300,2018-07-11
8259,cash,2100,2015-03-22
8260,cash,300,2017-04-21
8261,cash,1000,2016-05-12
8262,cash,900,2019-08-11
8263,cash,1700,2018-12-17
8264,cash,1600,2016-03-26
8265,cash,400,2019-06-16
8266,cash,1600,2013-03-16
8267,cash,600,2015-09-08
8268,cash,2400,2016-04-09
8269,cash,2300,2015-11-20
8270,cash,2000,2017-03-25
8271,cash,1500,2019-08-07
8272,cash,1400,2012-03-06
8273,cash,400,2019-05-20
8274,cash,1500,2018-02-19
8275,cash,1500,2015-03-08
8276,cash,1800,2019-06-14
8277,cash,2500,2013-03-06
8278,cash,1600,2019-02-02
8279,cash,2500,2015-12-28
8280,cash,1600,2018-08-04
8281,cash,1300,2014-10-08
8282,cash,300,2015-02-22
8283,cash,2100,2015-08-16
8284,cash,1300,2019-07-19
8285,cash,2200,2019-05-18
8286,cash,300,2019-12-26
8287,cash,2000,2015-01-10
8288,cash,1400,2012-03-09
8289,cash,1800,2013-09-21
8290,cash,500,2016-05-10
8291,cash,1000,2017-11-20
8292,cash,2300,2017-06-01
8293,cash,1800,2017-12-27
8294,cash,2300,2017-12-05
8295,cash,1600,2013-02-17
8296,cash,1500,2015-10-28
8297,cash,800,2019-10-13
8298,cash,900,2019-11-06
8299,cash,1100,2018-10-17
8300,cash,2200,2019-11-17
8301,cash,1400,2019-03-27
8302,cash,900,2016-04-11
8303,cash,1300,2018-10-03
8304,cash,2200,2019-06-11
8305,cash,1000,2017-03-14
8306,cash,2100,2015-08-08
8307,cash,1100,2014-10-01
8308,cash,2400,2016-05-12
8309,cash,1500,2019-03-17
8310,cash,1800,2015-09-24
8311,cash,300,2019-12-03
8312,cash,1700,2019-10-14
8313,cash,700,2019-02-18
8314,cash,300,2012-12-30
8315,cash,1100,2018-06-28
8316,cash,1100,2012-06-21
8317,cash,1800,2018-09-16
8318,cash,2400,2019-12-17
8319,cash,1500,2018-09-15
8320,cash,1700,2015-09-08
8321,cash,2500,2018-04-24
8322,cash,700,2015-12-01
8323,cash,400,2013-02-27
8324,cash,1400,2016-09-01
8325,cash,700,2017-05-08
8326,cash,600,2019-12-01
8327,cash,2000,2019-08-30
8328,cash,1200,2017-01-04
8329,cash,2300,2018-10-29
8330,cash,2000,2014-11-22
8331,cash,1800,2014-12-14
8332,cash,1200,2019-06-04
8333,cash,2400,2018-03-30
8334,cash,1700,2018-11-01
8335,cash,2400,2019-08-27
8336,cash,2200,2015-01-11
8337,cash,1400,2019-12-14
8338,cash,600,2014-04-08
8339,cash,400,2018-07-09
8340,cash,1200,2018-04-02
8341,cash,300,2019-12-22
8342,cash,1700,2018-10-09
8343,cash,900,2015-04-06
8344,cash,1200,2019-02-24
8345,cash,1300,2017-09-05
8346,cash,2500,2012-09-12
8347,cash,300,2015-03-15
8348,cash,2100,2018-10-28
8349,cash,1900,2017-04-10
8350,cash,1800,2018-08-02
8351,cash,1000,2014-11-18
8352,cash,1300,2017-11-13
8353,cash,2000,2012-09-10
8354,cash,2400,2011-06-11
8355,cash,400,2018-08-16
8356,cash,2000,2018-12-13
8357,cash,1500,2016-11-29
8358,cash,700,2017-03-25
8359,cash,1700,2017-03-11
8360,cash,1600,2019-12-17
8361,cash,300,2019-02-28
8362,cash,1000,2018-01-23
8363,cash,2000,2019-02-24
8364,cash,1700,2017-07-13
8365,cash,1300,2014-10-29
8366,cash,1400,2019-03-09
8367,cash,1200,2017-08-16
8368,cash,1800,2016-08-18
8369,cash,300,2019-04-09
8370,cash,1500,2017-09-28
8371,cash,2300,2019-04-06
8372,cash,600,2019-11-15
8373,cash,400,2018-11-23
8374,cash,1500,2017-10-27
8375,cash,400,2019-11-30
8376,cash,1300,2015-08-10
8377,cash,1800,2017-09-19
8378,cash,1600,2018-12-28
8379,cash,2400,2019-09-16
8380,cash,2500,2014-09-17
8381,cash,400,2018-08-06
8382,cash,2000,2019-06-27
8383,cash,2000,2019-12-22
8384,cash,1500,2016-10-12
8385,cash,1100,2019-05-02
8386,cash,1400,2019-10-21
8387,cash,2200,2019-09-28
8388,cash,1000,2019-11-12
8389,cash,400,2012-11-15
8390,cash,2100,2018-04-02
8391,cash,2100,2019-12-28
8392,cash,500,2019-07-25
8393,cash,1300,2014-08-06
8394,cash,1500,2018-06-13
8395,cash,900,2016-08-16
8396,cash,1100,2019-09-12
8397,cash,2400,2019-01-16
8398,cash,2400,2019-12-11
8399,cash,1000,2016-11-22
8400,cash,700,2018-10-18
8401,cash,2300,2019-08-27
8402,cash,1800,2019-12-03
8403,cash,600,2014-02-08
8404,cash,2000,2017-09-29
