payment_id,payment_type,payment_amount,payment_date,payment_due
8438,cash,1700,2018-10-08,2018-11-07
8439,cash,1600,2017-12-09,2018-01-08
8440,cash,300,2012-11-09,2012-12-09
8441,cash,2000,2015-06-28,2015-07-28
8442,cash,2200,2014-06-02,2014-07-02
8443,cash,2200,2017-12-23,2018-01-22
8444,cash,1800,2018-02-11,2018-03-13
8445,cash,1600,2017-01-31,2017-03-02
8446,cash,1000,2017-01-02,2017-02-01
8447,cash,400,2019-08-03,2019-09-02
8448,cash,700,2018-07-04,2018-08-03
8449,cash,2400,2018-06-08,2018-07-08
8450,cash,400,2017-11-14,2017-12-14
8451,cash,500,2019-05-24,2019-06-23
8452,cash,1200,2018-09-07,2018-10-07
8453,cash,1500,2017-12-23,2018-01-22
8454,cash,1600,2015-03-18,2015-04-17
8455,cash,1000,2018-08-14,2018-09-13
8456,cash,2000,2016-08-15,2016-09-14
8457,cash,800,2017-07-21,2017-08-20
8458,cash,1800,2019-04-30,2019-05-30
8459,cash,1200,2011-02-15,2011-03-17
8460,cash,1500,2018-05-11,2018-06-10
8461,cash,300,2015-07-07,2015-08-06
8462,cash,300,2017-11-25,2017-12-25
8463,cash,2400,2018-05-16,2018-06-15
8464,cash,1900,2018-08-27,2018-09-26
8465,cash,500,2018-11-25,2018-12-25
8466,cash,1100,2019-11-06,2019-12-06
8467,cash,2000,2015-05-15,2015-06-14
8468,cash,1400,2019-10-31,2019-11-30
8469,cash,1700,2018-11-11,2018-12-11
8470,cash,2300,2015-01-09,2015-02-08
8471,cash,400,2019-01-22,2019-02-21
8472,cash,2300,2012-07-25,2012-08-24
8473,cash,900,2019-11-11,2019-12-11
8474,cash,800,2017-05-08,2017-06-07
8475,cash,2400,2019-08-05,2019-09-04
8476,cash,1500,2017-12-11,2018-01-10
8477,cash,1000,2016-09-21,2016-10-21
8478,cash,1900,2015-10-12,2015-11-11
8479,cash,2100,2014-02-22,2014-03-24
8480,cash,2200,2019-10-27,2019-11-26
8481,cash,2300,2018-07-14,2018-08-13
8482,cash,2500,2016-05-19,2016-06-18
8483,cash,1100,2019-11-10,2019-12-10
8484,cash,500,2016-06-11,2016-07-11
8485,cash,1300,2017-04-11,2017-05-11
8486,cash,1800,2016-06-17,2016-07-17
8487,cash,2500,2019-12-06,2020-01-05
8488,cash,1700,2019-11-16,2019-12-16
8489,cash,1800,2017-11-30,2017-12-30
8490,cash,800,2019-09-01,2019-10-01
8491,cash,2400,2018-02-17,2018-03-19
8492,cash,700,2018-09-08,2018-10-08
8493,cash,1300,2017-09-26,2017-10-26
8494,cash,300,2019-03-17,2019-04-16
8495,cash,2300,2019-03-18,2019-04-17
8496,cash,2300,2016-09-01,2016-10-01
8497,cash,2100,2019-11-08,2019-12-08
8498,cash,1700,2012-02-12,2012-03-13
8499,cash,2300,2012-10-28,2012-11-27
8500,cash,1400,2016-06-05,2016-07-05
8501,cash,1900,2017-08-12,2017-09-11
8502,cash,2400,2019-10-31,2019-11-30
8503,cash,1600,2019-09-24,2019-10-24
8504,cash,300,2017-07-05,2017-08-04
8505,cash,1300,2019-12-12,2020-01-11
8506,cash,1700,2019-01-20,2019-02-19
8507,cash,2300,2013-04-02,2013-05-02
8508,cash,1500,2017-03-21,2017-04-20
8509,cash,2200,2016-02-26,2016-03-27
8510,cash,1700,2019-02-22,2019-03-24
8511,cash,1700,2015-10-23,2015-11-22
8512,cash,1900,2018-10-09,2018-11-08
8513,cash,1800,2016-03-02,2016-04-01
8514,cash,2500,2013-02-09,2013-03-11
8515,cash,300,2017-12-04,2018-01-03
8516,cash,700,2016-03-05,2016-04-04
8517,cash,900,2015-02-10,2015-03-12
8518,cash,2300,2011-08-16,2011-09-15
8519,cash,500,2019-01-20,2019-02-19
8520,cash,1900,2018-08-25,2018-09-24
8521,cash,500,2015-08-10,2015-09-09
8522,cash,500,2017-11-15,2017-12-15
8523,cash,900,2019-08-16,2019-09-15
8524,cash,700,2017-09-12,2017-10-12
8525,cash,900,2015-03-19,2015-04-18
8526,cash,1700,2019-12-03,2020-01-02
8527,cash,300,2015-02-25,2015-03-27
8528,cash,1000,2016-05-06,2016-06-05
8529,cash,1800,2019-05-19,2019-06-18
8530,cash,2100,2015-11-02,2015-12-02
8531,cash,800,2014-11-19,2014-12-19
8532,cash,400,2018-10-24,2018-11-23
8533,cash,1900,2019-07-02,2019-08-01
8534,cash,1100,2018-11-08,2018-12-08
8535,cash,1300,2018-10-10,2018-11-09
8536,cash,1200,2015-09-02,2015-10-02
8537,cash,900,2016-03-02,2016-04-01
8538,cash,1500,2019-10-30,2019-11-29
8539,cash,2300,2013-09-08,2013-10-08
8540,cash,1100,2014-09-22,2014-10-22
8541,cash,2100,2014-05-14,2014-06-13
8542,cash,400,2019-11-16,2019-12-16
8543,cash,300,2019-08-23,2019-09-22
8544,cash,1900,2017-05-15,2017-06-14
8545,cash,1500,2018-09-23,2018-10-23
8546,cash,1300,2016-12-29,2017-01-28
8547,cash,1000,2019-10-15,2019-11-14
8548,cash,1900,2018-02-20,2018-03-22
8549,cash,2000,2019-11-13,2019-12-13
8550,cash,2300,2019-04-15,2019-05-15
8551,cash,600,2019-08-21,2019-09-20
8552,cash,400,2017-03-22,2017-04-21
8553,cash,2100,2015-04-28,2015-05-28
8554,cash,400,2018-12-23,2019-01-22
8555,cash,600,2018-05-18,2018-06-17
8556,cash,700,2018-08-16,2018-09-15
8557,cash,1800,2018-02-20,2018-03-22
8558,cash,1900,2019-05-01,2019-05-31
8559,cash,800,2017-04-02,2017-05-02
8560,cash,2400,2017-06-29,2017-07-29
8561,cash,2000,2018-01-24,2018-02-23
8562,cash,1300,2016-10-07,2016-11-06
8563,cash,1900,2017-07-29,2017-08-28
8564,cash,1200,2018-07-24,2018-08-23
8565,cash,2000,2016-07-31,2016-08-30
8566,cash,1400,2018-11-24,2018-12-24
8567,cash,1900,2019-08-26,2019-09-25
8568,cash,300,2019-02-02,2019-03-04
8569,cash,2000,2018-10-17,2018-11-16
8570,cash,2100,2017-11-27,2017-12-27
8571,cash,1000,2016-10-25,2016-11-24
8572,cash,1600,2014-07-17,2014-08-16
8573,cash,800,2015-09-28,2015-10-28
8574,cash,2500,2017-11-03,2017-12-03
8575,cash,600,2017-08-25,2017-09-24
8576,cash,1200,2018-11-05,2018-12-05
8577,cash,2000,2017-09-23,2017-10-23
8578,cash,700,2011-06-26,2011-07-26
8579,cash,2100,2017-10-29,2017-11-28
8580,cash,300,2019-11-09,2019-12-09
8581,cash,800,2017-07-14,2017-08-13
8582,cash,2400,2015-12-02,2016-01-01
8583,cash,2100,2017-08-30,2017-09-29
8584,cash,1900,2016-03-22,2016-04-21
8585,cash,1100,2019-09-19,2019-10-19
8586,cash,500,2019-09-27,2019-10-27
8587,cash,1400,2017-06-22,2017-07-22
8588,cash,2400,2019-09-20,2019-10-20
8589,cash,2000,2018-11-01,2018-12-01
8590,cash,1100,2019-04-29,2019-05-29
8591,cash,2400,2017-08-29,2017-09-28
8592,cash,500,2013-10-23,2013-11-22
8593,cash,800,2015-11-01,2015-12-01
8594,cash,700,2019-12-07,2020-01-06
8595,cash,700,2012-10-28,2012-11-27
8596,cash,1100,2019-04-07,2019-05-07
8597,cash,300,2019-09-22,2019-10-22
8598,cash,1700,2019-06-08,2019-07-08
8599,cash,600,2014-03-16,2014-04-15
8600,cash,300,2012-03-19,2012-04-18
8601,cash,1000,2015-12-16,2016-01-15
8602,cash,1300,2015-10-06,2015-11-05
8603,cash,500,2019-09-03,2019-10-03
8604,cash,1200,2018-02-22,2018-03-24
8605,cash,1400,2013-08-13,2013-09-12
8606,cash,400,2014-01-14,2014-02-13
8607,cash,400,2013-04-07,2013-05-07
8608,cash,2000,2018-12-12,2019-01-11
8609,cash,2300,2015-08-11,2015-09-10
8610,cash,400,2018-08-07,2018-09-06
8611,cash,400,2018-07-08,2018-08-07
8612,cash,1700,2019-11-15,2019-12-15
8613,cash,1100,2019-10-02,2019-11-01
8614,cash,1500,2019-12-01,2019-12-31
8615,cash,700,2014-04-19,2014-05-19
8616,cash,2300,2016-02-20,2016-03-21
8617,cash,2400,2013-09-23,2013-10-23
8618,cash,1000,2017-09-28,2017-10-28
8619,cash,1700,2017-06-11,2017-07-11
8620,cash,1400,2014-05-17,2014-06-16
8621,cash,600,2017-08-20,2017-09-19
8622,cash,1300,2019-10-16,2019-11-15
8623,cash,2500,2018-03-18,2018-04-17
8624,cash,1400,2019-12-11,2020-01-10
8625,cash,1300,2013-12-30,2014-01-29
8626,cash,2400,2013-07-19,2013-08-18
8627,cash,800,2016-03-02,2016-04-01
8628,cash,1300,2019-08-22,2019-09-21
8629,cash,2100,2018-04-16,2018-05-16
8630,cash,1800,2018-10-04,2018-11-03
8631,cash,1600,2016-04-22,2016-05-22
8632,cash,1900,2019-11-10,2019-12-10
8633,cash,1200,2019-04-08,2019-05-08
8634,cash,1200,2018-08-02,2018-09-01
8635,cash,2200,2019-10-17,2019-11-16
8636,cash,800,2015-01-05,2015-02-04
8637,cash,2300,2019-10-21,2019-11-20
8638,cash,700,2019-12-17,2020-01-16
8639,cash,300,2019-10-29,2019-11-28
8640,cash,1400,2013-05-04,2013-06-03
8641,cash,1800,2019-12-23,2020-01-22
8642,cash,2300,2019-01-18,2019-02-17
8643,cash,600,2018-11-13,2018-12-13
8644,cash,800,2012-06-25,2012-07-25
8645,cash,1500,2016-04-03,2016-05-03
8646,cash,1400,2018-09-26,2018-10-26
8647,cash,700,2012-12-01,2012-12-31
8648,cash,2500,2019-08-09,2019-09-08
8649,cash,800,2019-11-10,2019-12-10
8650,cash,2500,2015-09-09,2015-10-09
8651,cash,2100,2015-12-02,2016-01-01
8652,cash,800,2018-10-25,2018-11-24
8653,cash,500,2018-05-03,2018-06-02
8654,cash,1600,2019-12-14,2020-01-13
8655,cash,300,2018-11-05,2018-12-05
8656,cash,600,2014-02-03,2014-03-05
8657,cash,2000,2019-12-27,2020-01-26
8658,cash,1900,2018-05-14,2018-06-13
8659,cash,2100,2012-06-25,2012-07-25
8660,cash,2000,2018-03-08,2018-04-07
8661,cash,400,2019-06-30,2019-07-30
8662,cash,1400,2016-09-03,2016-10-03
8663,cash,1800,2019-08-02,2019-09-01
8664,cash,600,2016-02-09,2016-03-10
8665,cash,800,2019-04-23,2019-05-23
8666,cash,2000,2019-06-26,2019-07-26
8667,cash,1400,2019-07-19,2019-08-18
8668,cash,300,2016-07-18,2016-08-17
8669,cash,300,2018-05-27,2018-06-26
8670,cash,1100,2015-06-06,2015-07-06
8671,cash,600,2019-07-23,2019-08-22
8672,cash,500,2015-06-22,2015-07-22
8673,cash,400,2017-11-02,2017-12-02
8674,cash,1000,2011-01-22,2011-02-21
8675,cash,2500,2018-12-28,2019-01-27
8676,cash,2200,2019-08-27,2019-09-26
8677,cash,400,2019-12-23,2020-01-22
8678,cash,500,2019-10-20,2019-11-19
8679,cash,1100,2015-06-07,2015-07-07
8680,cash,300,2016-11-28,2016-12-28
8681,cash,1100,2016-06-04,2016-07-04
8682,cash,2000,2017-01-22,2017-02-21
8683,cash,800,2019-10-24,2019-11-23
8684,cash,1800,2015-02-26,2015-03-28
8685,cash,900,2016-02-12,2016-03-13
8686,cash,600,2013-06-06,2013-07-06
8687,cash,1100,2013-11-11,2013-12-11
8688,cash,1300,2018-09-08,2018-10-08
8689,cash,2000,2019-09-28,2019-10-28
8690,cash,500,2019-12-01,2019-12-31
8691,cash,1000,2018-04-21,2018-05-21
8692,cash,400,2018-03-17,2018-04-16
8693,cash,2000,2018-10-03,2018-11-02
8694,cash,300,2017-06-04,2017-07-04
8695,cash,1900,2019-10-13,2019-11-12
8696,cash,1500,2018-05-17,2018-06-16
8697,cash,700,2011-05-28,2011-06-27
8698,cash,600,2018-11-10,2018-12-10
8699,cash,2100,2018-06-09,2018-07-09
8700,cash,1300,2017-08-16,2017-09-15
8701,cash,2100,2019-11-10,2019-12-10
8702,cash,1200,2015-03-18,2015-04-17
8703,cash,700,2016-06-25,2016-07-25
8704,cash,900,2018-04-22,2018-05-22
8705,cash,300,2018-06-24,2018-07-24
8706,cash,2000,2013-07-20,2013-08-19
8707,cash,2500,2014-08-14,2014-09-13
8708,cash,300,2015-07-29,2015-08-28
8709,cash,1000,2018-05-27,2018-06-26
8710,cash,2500,2019-05-28,2019-06-27
8711,cash,300,2017-06-18,2017-07-18
8712,cash,1000,2018-05-04,2018-06-03
8713,cash,2300,2018-07-18,2018-08-17
8714,cash,2300,2015-04-24,2015-05-24
8715,cash,400,2018-05-01,2018-05-31
8716,cash,400,2019-12-17,2020-01-16
8717,cash,2300,2017-02-23,2017-03-25
8718,cash,900,2014-08-23,2014-09-22
8719,cash,1500,2019-09-09,2019-10-09
8720,cash,1800,2015-12-02,2016-01-01
8721,cash,1000,2012-07-07,2012-08-06
8722,cash,2400,2019-04-05,2019-05-05
8723,cash,2000,2018-12-13,2019-01-12
8724,cash,1200,2018-03-12,2018-04-11
8725,cash,800,2018-10-20,2018-11-19
8726,cash,1400,2018-08-28,2018-09-27
8727,cash,2000,2014-07-12,2014-08-11
8728,cash,500,2012-10-14,2012-11-13
8729,cash,2100,2014-10-30,2014-11-29
8730,cash,600,2019-09-16,2019-10-16
8731,cash,1900,2018-11-15,2018-12-15
8732,cash,1900,2018-10-06,2018-11-05
8733,cash,1400,2019-02-02,2019-03-04
8734,cash,1200,2019-10-18,2019-11-17
8735,cash,2400,2019-11-20,2019-12-20
8736,cash,1100,2018-06-26,2018-07-26
8737,cash,700,2019-11-01,2019-12-01
8738,cash,600,2018-04-04,2018-05-04
8739,cash,1400,2018-08-12,2018-09-11
8740,cash,1000,2019-03-01,2019-03-31
8741,cash,1200,2019-03-05,2019-04-04
8742,cash,1300,2015-02-08,2015-03-10
8743,cash,1300,2019-10-28,2019-11-27
8744,cash,1800,2019-01-03,2019-02-02
8745,cash,700,2015-04-19,2015-05-19
8746,cash,1600,2015-06-30,2015-07-30
8747,cash,300,2018-10-31,2018-11-30
8748,cash,2200,2018-04-22,2018-05-22
8749,cash,800,2019-12-27,2020-01-26
8750,cash,1000,2018-06-19,2018-07-19
8751,cash,2100,2018-08-10,2018-09-09
8752,cash,1900,2013-07-18,2013-08-17
8753,cash,500,2019-06-14,2019-07-14
8754,cash,600,2013-11-06,2013-12-06
8755,cash,1600,2019-11-11,2019-12-11
8756,cash,1200,2019-09-29,2019-10-29
8757,cash,900,2018-02-01,2018-03-03
8758,cash,500,2019-03-25,2019-04-24
8759,cash,600,2018-10-27,2018-11-26
8760,cash,300,2016-10-01,2016-10-31
8761,cash,1600,2019-10-04,2019-11-03
8762,cash,1100,2015-10-15,2015-11-14
8763,cash,600,2016-01-24,2016-02-23
8764,cash,1600,2018-03-14,2018-04-13
8765,cash,1500,2017-04-07,2017-05-07
8766,cash,1000,2019-05-19,2019-06-18
8767,cash,2400,2018-12-26,2019-01-25
8768,cash,700,2016-02-26,2016-03-27
8769,cash,1300,2019-10-22,2019-11-21
8770,cash,1200,2016-04-30,2016-05-30
8771,cash,2100,2017-11-22,2017-12-22
8772,cash,1500,2019-03-31,2019-04-30
8773,cash,2100,2018-02-28,2018-03-30
8774,cash,1600,2017-10-13,2017-11-12
8775,cash,1700,2019-10-23,2019-11-22
8776,cash,1500,2019-12-19,2020-01-18
8777,cash,1500,2018-08-24,2018-09-23
8778,cash,1200,2019-11-26,2019-12-26
8779,cash,400,2017-10-07,2017-11-06
8780,cash,1000,2019-07-28,2019-08-27
8781,cash,1400,2016-01-10,2016-02-09
8782,cash,900,2013-08-21,2013-09-20
8783,cash,500,2018-07-16,2018-08-15
8784,cash,400,2018-09-15,2018-10-15
8785,cash,1300,2018-11-28,2018-12-28
8786,cash,2100,2016-04-11,2016-05-11
8787,cash,500,2018-01-15,2018-02-14
8788,cash,2100,2019-10-14,2019-11-13
8789,cash,1300,2019-07-19,2019-08-18
8790,cash,500,2019-12-24,2020-01-23
8791,cash,2300,2014-01-28,2014-02-27
8792,cash,1100,2019-05-25,2019-06-24
8793,cash,2200,2017-08-23,2017-09-22
8794,cash,300,2019-12-14,2020-01-13
8795,cash,700,2015-05-19,2015-06-18
8796,cash,400,2017-12-08,2018-01-07
8797,cash,400,2018-09-06,2018-10-06
8798,cash,1500,2015-01-21,2015-02-20
8799,cash,1200,2019-10-06,2019-11-05
8800,cash,1000,2015-01-01,2015-01-31
8801,cash,2000,2019-07-18,2019-08-17
8802,cash,2200,2017-10-03,2017-11-02
8803,cash,800,2014-06-27,2014-07-27
8804,cash,2100,2018-12-21,2019-01-20
8805,cash,1100,2018-10-10,2018-11-09
8806,cash,1600,2018-01-17,2018-02-16
8807,cash,900,2019-10-08,2019-11-07
8808,cash,1000,2014-10-01,2014-10-31
8809,cash,2000,2019-10-09,2019-11-08
8810,cash,2000,2016-09-01,2016-10-01
8811,cash,2400,2016-05-02,2016-06-01
8812,cash,500,2019-06-11,2019-07-11
8813,cash,1600,2014-12-31,2015-01-30
8814,cash,800,2019-11-29,2019-12-29
8815,cash,1300,2019-11-21,2019-12-21
8816,cash,2500,2017-09-12,2017-10-12
8817,cash,2300,2013-10-01,2013-10-31
8818,cash,500,2017-12-15,2018-01-14
8819,cash,1000,2018-03-09,2018-04-08
8820,cash,1000,2013-07-29,2013-08-28
8821,cash,2500,2013-06-25,2013-07-25
8822,cash,1000,2019-11-21,2019-12-21
8823,cash,800,2019-04-10,2019-05-10
8824,cash,800,2019-05-13,2019-06-12
8825,cash,1900,2017-06-22,2017-07-22
8826,cash,2300,2019-09-12,2019-10-12
8827,cash,1000,2018-04-18,2018-05-18
8828,cash,400,2019-12-12,2020-01-11
8829,cash,2400,2019-09-18,2019-10-18
8830,cash,300,2019-10-10,2019-11-09
8831,cash,600,2018-02-21,2018-03-23
8832,cash,300,2019-06-04,2019-07-04
8833,cash,800,2015-03-28,2015-04-27
8834,cash,400,2019-05-26,2019-06-25
8835,cash,1700,2018-08-01,2018-08-31
8836,cash,1900,2013-08-25,2013-09-24
8837,cash,400,2019-12-31,2020-01-30
8838,cash,1900,2019-06-22,2019-07-22
8839,cash,1400,2019-02-26,2019-03-28
8840,cash,2500,2019-05-08,2019-06-07
8841,cash,1500,2019-08-24,2019-09-23
8842,cash,1200,2017-12-08,2018-01-07
8843,cash,1600,2019-08-06,2019-09-05
8844,cash,2300,2015-09-17,2015-10-17
8845,cash,1400,2016-04-05,2016-05-05
8846,cash,2500,2019-07-06,2019-08-05
8847,cash,2500,2017-04-16,2017-05-16
8848,cash,1400,2017-09-28,2017-10-28
8849,cash,900,2015-09-06,2015-10-06
8850,cash,300,2019-06-12,2019-07-12
8851,cash,1900,2018-03-12,2018-04-11
8852,cash,1300,2018-06-29,2018-07-29
8853,cash,1200,2019-02-15,2019-03-17
8854,cash,1700,2018-12-17,2019-01-16
8855,cash,1200,2016-04-23,2016-05-23
8856,cash,2100,2018-01-03,2018-02-02
8857,cash,400,2018-07-02,2018-08-01
8858,cash,2400,2019-10-21,2019-11-20
8859,cash,1400,2016-05-09,2016-06-08
8860,cash,1000,2015-08-22,2015-09-21
8861,cash,1800,2015-06-15,2015-07-15
8862,cash,1300,2019-01-31,2019-03-02
8863,cash,2400,2019-10-13,2019-11-12
8864,cash,2200,2019-12-25,2020-01-24
8865,cash,800,2019-06-06,2019-07-06
8866,cash,2400,2017-06-05,2017-07-05
8867,cash,800,2019-05-07,2019-06-06
8868,cash,2400,2019-09-16,2019-10-16
8869,cash,1600,2015-10-21,2015-11-20
8870,cash,1300,2016-01-29,2016-02-28
8871,cash,2100,2017-11-03,2017-12-03
8872,cash,1400,2019-04-06,2019-05-06
8873,cash,1500,2018-07-22,2018-08-21
8874,cash,700,2015-09-29,2015-10-29
8875,cash,900,2018-04-09,2018-05-09
8876,cash,1500,2019-08-01,2019-08-31
8877,cash,1400,2019-07-30,2019-08-29
8878,cash,1700,2013-07-15,2013-08-14
8879,cash,1200,2017-09-11,2017-10-11
8880,cash,1200,2017-02-10,2017-03-12
8881,cash,1600,2016-03-12,2016-04-11
8882,cash,2400,2019-09-20,2019-10-20
8883,cash,1200,2018-09-03,2018-10-03
8884,cash,2400,2011-07-03,2011-08-02
8885,cash,1500,2016-04-20,2016-05-20
8886,cash,2300,2015-08-18,2015-09-17
8887,cash,900,2016-11-14,2016-12-14
8888,cash,1300,2015-02-14,2015-03-16
8889,cash,1200,2017-04-28,2017-05-28
8890,cash,2400,2018-07-01,2018-07-31
8891,cash,900,2019-05-28,2019-06-27
8892,cash,2000,2014-10-25,2014-11-24
8893,cash,300,2019-11-22,2019-12-22
8894,cash,700,2019-12-23,2020-01-22
8895,cash,1100,2018-05-31,2018-06-30
8896,cash,1000,2019-10-11,2019-11-10
8897,cash,1900,2016-08-24,2016-09-23
8898,cash,2000,2018-05-15,2018-06-14
8899,cash,1900,2016-11-21,2016-12-21
8900,cash,1000,2019-10-28,2019-11-27
8901,cash,1400,2016-08-15,2016-09-14
8902,cash,1900,2016-08-21,2016-09-20
8903,cash,1400,2014-06-10,2014-07-10
8904,cash,1900,2015-09-28,2015-10-28
8905,cash,2500,2018-11-01,2018-12-01
8906,cash,2200,2013-11-25,2013-12-25
8907,cash,300,2019-06-05,2019-07-05
8908,cash,600,2017-08-09,2017-09-08
8909,cash,2200,2017-11-12,2017-12-12
8910,cash,1200,2019-02-10,2019-03-12
8911,cash,900,2013-03-06,2013-04-05
8912,cash,1900,2019-12-11,2020-01-10
8913,cash,900,2015-04-13,2015-05-13
8914,cash,500,2013-09-29,2013-10-29
8915,cash,800,2016-11-24,2016-12-24
8916,cash,2500,2017-06-25,2017-07-25
8917,cash,2400,2019-11-28,2019-12-28
8918,cash,1900,2019-06-08,2019-07-08
8919,cash,1900,2018-12-07,2019-01-06
8920,cash,1300,2019-10-07,2019-11-06
8921,cash,300,2019-01-19,2019-02-18
8922,cash,1100,2016-06-07,2016-07-07
8923,cash,1500,2019-11-26,2019-12-26
8924,cash,2500,2017-12-14,2018-01-13
8925,cash,2400,2019-05-27,2019-06-26
8926,cash,700,2019-05-11,2019-06-10
8927,cash,2500,2017-07-22,2017-08-21
8928,cash,2300,2014-12-02,2015-01-01
8929,cash,1700,2018-12-09,2019-01-08
8930,cash,900,2019-05-17,2019-06-16
8931,cash,1300,2016-05-29,2016-06-28
8932,cash,2100,2018-03-20,2018-04-19
8933,cash,1100,2018-03-26,2018-04-25
8934,cash,2200,2018-12-21,2019-01-20
8935,cash,2100,2013-07-28,2013-08-27
8936,cash,300,2019-12-23,2020-01-22
8937,cash,2200,2019-09-23,2019-10-23
8938,cash,500,2014-10-27,2014-11-26
8939,cash,2500,2019-04-07,2019-05-07
8940,cash,1300,2011-07-11,2011-08-10
8941,cash,300,2019-12-31,2020-01-30
8942,cash,2200,2018-10-18,2018-11-17
8943,cash,2000,2015-08-30,2015-09-29
8944,cash,800,2019-12-12,2020-01-11
8945,cash,300,2013-11-25,2013-12-25
8946,cash,600,2013-01-28,2013-02-27
8947,cash,700,2018-12-26,2019-01-25
8948,cash,1000,2014-11-25,2014-12-25
8949,cash,1200,2019-10-24,2019-11-23
8950,cash,1500,2017-12-24,2018-01-23
8951,cash,2300,2017-06-17,2017-07-17
8952,cash,800,2017-08-29,2017-09-28
8953,cash,2300,2013-03-19,2013-04-18
8954,cash,800,2019-04-26,2019-05-26
8955,cash,1800,2019-01-14,2019-02-13
8956,cash,1200,2019-03-15,2019-04-14
8957,cash,2300,2018-06-20,2018-07-20
8958,cash,1300,2014-10-10,2014-11-09
8959,cash,2500,2016-12-11,2017-01-10
8960,cash,1900,2018-04-26,2018-05-26
8961,cash,1600,2017-03-23,2017-04-22
8962,cash,800,2019-09-18,2019-10-18
8963,cash,2000,2018-10-15,2018-11-14
8964,cash,900,2011-05-25,2011-06-24
8965,cash,1100,2019-03-01,2019-03-31
8966,cash,2000,2016-03-28,2016-04-27
8967,cash,2200,2014-05-19,2014-06-18
8968,cash,1400,2012-09-05,2012-10-05
8969,cash,600,2018-04-17,2018-05-17
8970,cash,2200,2017-01-05,2017-02-04
8971,cash,2300,2019-09-20,2019-10-20
8972,cash,800,2018-04-23,2018-05-23
8973,cash,1800,2019-06-07,2019-07-07
8974,cash,1900,2016-11-20,2016-12-20
8975,cash,800,2018-10-31,2018-11-30
8976,cash,2500,2019-06-29,2019-07-29
8977,cash,700,2013-04-27,2013-05-27
8978,cash,1900,2018-07-22,2018-08-21
8979,cash,2200,2015-01-24,2015-02-23
8980,cash,400,2013-04-08,2013-05-08
8981,cash,600,2015-07-21,2015-08-20
8982,cash,700,2017-12-08,2018-01-07
8983,cash,2400,2015-05-26,2015-06-25
8984,cash,800,2019-05-26,2019-06-25
8985,cash,700,2019-07-25,2019-08-24
8986,cash,400,2018-02-06,2018-03-08
8987,cash,1900,2012-10-10,2012-11-09
8988,cash,2400,2018-03-29,2018-04-28
8989,cash,1200,2019-01-25,2019-02-24
8990,cash,2400,2018-01-27,2018-02-26
8991,cash,1000,2019-10-19,2019-11-18
8992,cash,1700,2019-12-30,2020-01-29
8993,cash,2000,2019-03-20,2019-04-19
8994,cash,1100,2014-11-27,2014-12-27
8995,cash,1100,2019-04-02,2019-05-02
8996,cash,1300,2016-11-28,2016-12-28
8997,cash,800,2018-02-16,2018-03-18
8998,cash,600,2016-04-26,2016-05-26
8999,cash,1100,2016-09-12,2016-10-12
9000,cash,2100,2018-07-03,2018-08-02
9001,cash,2300,2019-08-27,2019-09-26
9002,cash,2200,2019-12-13,2020-01-12
9003,cash,600,2019-12-05,2020-01-04
9004,cash,1800,2017-08-30,2017-09-29
9005,cash,2500,2018-08-27,2018-09-26
9006,cash,700,2011-06-30,2011-07-30
9007,cash,400,2015-01-04,2015-02-03
9008,cash,400,2015-09-04,2015-10-04
9009,cash,600,2015-10-29,2015-11-28
9010,cash,2400,2016-02-20,2016-03-21
9011,cash,1300,2013-05-12,2013-06-11
9012,cash,300,2017-11-12,2017-12-12
9013,cash,2000,2019-06-04,2019-07-04
9014,cash,400,2018-12-16,2019-01-15
9015,cash,1200,2012-06-03,2012-07-03
9016,cash,900,2014-08-11,2014-09-10
9017,cash,1100,2019-02-15,2019-03-17
9018,cash,2300,2015-06-17,2015-07-17
9019,cash,1300,2019-11-21,2019-12-21
9020,cash,2100,2016-07-18,2016-08-17
9021,cash,500,2017-06-06,2017-07-06
9022,cash,1600,2019-09-14,2019-10-14
9023,cash,2000,2019-07-13,2019-08-12
9024,cash,500,2018-02-15,2018-03-17
9025,cash,2300,2011-11-03,2011-12-03
9026,cash,1700,2017-12-23,2018-01-22
9027,cash,1700,2019-11-10,2019-12-10
9028,cash,2500,2019-07-29,2019-08-28
9029,cash,1800,2019-08-07,2019-09-06
9030,cash,1500,2019-04-08,2019-05-08
9031,cash,1300,2017-06-30,2017-07-30
9032,cash,800,2010-09-16,2010-10-16
9033,cash,1700,2013-02-06,2013-03-08
9034,cash,800,2017-01-07,2017-02-06
9035,cash,2100,2019-06-07,2019-07-07
9036,cash,2500,2018-10-31,2018-11-30
9037,cash,2100,2019-07-18,2019-08-17
9038,cash,2300,2018-02-02,2018-03-04
9039,cash,1900,2018-12-15,2019-01-14
9040,cash,1800,2014-09-02,2014-10-02
9041,cash,1800,2019-01-19,2019-02-18
9042,cash,2500,2018-08-20,2018-09-19
9043,cash,2500,2019-12-25,2020-01-24
9044,cash,1900,2019-11-13,2019-12-13
9045,cash,2400,2017-04-26,2017-05-26
9046,cash,1100,2019-07-14,2019-08-13
9047,cash,1600,2019-12-24,2020-01-23
9048,cash,1300,2018-09-22,2018-10-22
9049,cash,1800,2019-09-22,2019-10-22
9050,cash,300,2019-10-27,2019-11-26
9051,cash,1500,2017-02-15,2017-03-17
9052,cash,1500,2019-09-05,2019-10-05
9053,cash,2400,2016-11-17,2016-12-17
